orderday,order_id,delivery_deviation,median_delivery_handover_min_same_location,vehicle_type,is_pooled,has_alcohol,is_new_courier,is_large_order,delivery_handover_min
2025-10-09,523602,3.9,0.9176,MOPED,0,0,1,0,2.56
2025-10-30,810580,4.24,4.3106,BIKE,0,0,1,0,8.61
2025-11-11,213613,2.12,2.5892,CAR,0,0,0,0,3.87
2025-10-09,824698,3.48,2.8576,BIKE,1,0,1,0,5.21
2025-10-21,587505,3.77,3.6053,BIKE,0,0,1,0,5.86
2025-10-14,514299,8.77,1.4812,CAR,0,0,1,0,13.41
2025-10-27,642642,2.12,3.5659,BIKE,0,0,0,0,4.21
2025-11-24,384334,2.03,4.4438,BIKE,0,0,0,0,2.98
2025-11-04,630430,4.43,3.7221,CAR,0,0,0,0,5.25
2025-10-27,521614,7.21,2.9822,CAR,0,0,0,0,6.35
2025-11-09,283043,5.34,3.5374,BIKE,0,0,0,0,5.41
2025-10-25,928294,4.72,3.3813,BIKE,0,0,0,0,6.67
2025-10-12,808770,3.51,4.6269,BIKE,0,0,0,0,4.35
2025-10-08,250575,5.69,5.5306,MOPED,0,0,1,0,10.62
2025-10-29,225438,6.13,2.962,BIKE,1,0,0,0,6.93
2025-10-05,672744,3.57,3.804,CAR,0,0,0,1,5.74
2025-11-29,724455,2.52,2.6683,BIKE,0,0,0,1,4.32
2025-11-07,968467,2.53,4.0785,BIKE,1,0,1,0,4.67
2025-10-19,894448,6.29,4.1451,BIKE,0,0,0,0,6.12
2025-11-04,364528,1.87,3.263,CAR,0,0,0,0,4.28
2025-11-15,508288,3.23,3.486,BIKE,0,0,1,0,4.5
2025-11-14,202239,4.73,3.4175,BIKE,0,0,0,0,7.31
2025-11-08,735719,5.76,2.4414,BIKE,1,0,0,1,4.66
2025-11-10,966450,2.88,3.719,BIKE,0,0,0,0,4.94
2025-11-16,664798,3.22,2.7683,BIKE,0,0,0,0,4.63
2025-11-16,804293,4.33,4.8177,CAR,1,0,0,1,13.0
2025-10-25,908258,2.65,2.48,BIKE,0,0,0,0,2.02
2025-10-18,430170,2.38,3.8581,BIKE,0,0,0,0,3.57
2025-11-28,221668,2.49,3.1446,MOPED,0,0,0,1,2.63
2025-10-23,866988,7.42,3.8545,BIKE,1,0,1,0,21.73
2025-11-09,518734,4.95,3.404,MOPED,0,0,0,0,6.84
2025-10-30,648333,2.73,2.5064,BIKE,0,0,1,0,4.49
2025-10-01,281948,6.27,5.2223,BIKE,0,0,1,0,12.17
2025-10-26,585662,2.8,2.4344,BIKE,0,1,1,0,4.55
2025-10-20,714390,1.53,4.4345,BIKE,0,0,0,0,3.3
2025-11-10,414063,5.75,1.6925,BIKE,0,0,0,0,6.24
2025-11-10,723729,9.24,3.1096,BIKE,0,0,0,0,15.45
2025-10-21,258175,5.36,6.0905,CAR,1,0,1,0,14.96
2025-11-24,349877,1.58,3.1262,BIKE,1,0,0,0,2.27
2025-11-28,236917,4.01,3.6133,BIKE,1,0,0,1,7.2
2025-11-23,317770,3.53,6.2484,BIKE,0,0,0,0,8.0
2025-11-14,742613,4.9,3.2937,CAR,0,0,0,0,8.12
2025-10-20,643625,2.65,3.8438,BIKE,0,0,1,0,4.6
2025-11-24,777673,3.43,4.373,BIKE,0,0,0,0,4.6
2025-10-03,440093,1.99,1.9627,CAR,0,0,1,0,4.33
2025-10-17,886708,4.53,2.8742,MOPED,0,0,0,0,4.14
2025-10-27,413295,2.03,3.6597,BIKE,0,1,0,0,3.76
2025-10-18,767304,5.05,1.7766,MOPED,0,0,0,0,4.24
2025-11-08,939319,2.79,5.7594,BIKE,0,0,1,0,6.63
2025-10-10,705730,0.84,4.6233,MOPED,0,1,1,0,6.54
2025-10-20,149847,6.03,4.3776,CAR,1,0,1,0,14.64
2025-10-23,158653,5.19,5.6592,CAR,0,0,0,0,8.21
2025-11-08,877949,1.43,3.183,BIKE,1,0,0,0,4.21
2025-11-06,418766,2.92,1.7465,BIKE,1,0,0,0,2.78
2025-10-01,389954,4.33,2.6533,BIKE,1,0,1,0,5.8
2025-11-23,177842,5.4,2.6852,BIKE,0,1,0,0,4.39
2025-11-29,372647,1.95,4.3959,BIKE,0,0,0,0,3.52
2025-10-07,184761,5.03,3.5918,MOPED,1,0,0,0,11.63
2025-10-04,530192,3.05,1.8021,BIKE,0,0,1,0,4.47
2025-10-28,898022,1.6,4.8098,BIKE,0,0,0,0,2.96
2025-10-19,616637,2.79,5.6779,BIKE,0,0,0,0,4.99
2025-10-06,766246,5.24,5.9773,CAR,0,0,0,0,8.42
2025-11-27,428768,1.64,2.1932,BIKE,1,0,1,1,4.53
2025-11-20,788152,5.58,3.9356,BIKE,0,0,0,0,5.09
2025-10-26,502980,4.67,2.3138,CAR,0,0,1,0,7.78
2025-11-09,881198,3.57,7.0185,CAR,1,0,1,1,14.76
2025-11-06,220356,1.79,3.523,CAR,0,0,0,0,4.94
2025-11-23,317228,1.86,3.0106,CAR,1,0,0,0,3.83
2025-10-19,142727,3.32,2.7952,BIKE,1,0,0,0,5.04
2025-10-17,440615,2.31,3.9541,CAR,1,0,1,0,7.75
2025-10-29,632356,3.43,4.2314,BIKE,0,0,0,0,5.13
2025-11-28,741211,6.38,1.7335,BIKE,1,0,0,0,6.82
2025-11-18,500511,3.54,5.8145,BIKE,0,0,1,0,9.46
2025-10-21,534376,3.49,4.1617,BIKE,0,1,0,0,4.0
2025-10-05,111390,3.49,5.7981,BIKE,0,0,0,0,7.03
2025-10-17,731040,6.73,6.4873,BIKE,0,0,1,0,17.44
2025-11-07,456898,7.74,3.35,BIKE,1,0,1,0,22.38
2025-11-10,438113,5.01,4.7954,BIKE,0,0,0,0,6.18
2025-11-21,770398,4.34,2.7707,CAR,0,0,1,0,5.38
2025-11-09,849078,4.55,2.895,BIKE,0,0,0,0,5.89
2025-10-07,439208,8.28,6.183,MOPED,1,0,0,0,10.98
2025-10-27,121281,5.15,2.5904,BIKE,1,1,1,0,10.9
2025-11-23,154189,8.68,3.7538,CAR,0,0,0,1,21.21
2025-10-31,362093,3.29,2.4133,CAR,0,0,0,0,3.39
2025-11-03,410655,2.08,2.6815,MOPED,0,0,0,0,2.41
2025-11-26,746403,2.9,2.8515,BIKE,0,0,1,0,3.8
2025-10-26,632893,3.06,5.9181,BIKE,0,0,0,0,4.8
2025-10-06,462462,9.05,4.2285,BIKE,1,0,0,0,17.37
2025-10-31,494597,5.86,4.7693,BIKE,0,0,0,0,10.04
2025-10-12,906242,2.95,1.6064,BIKE,0,0,1,0,3.3
2025-10-15,349415,6.08,3.5285,CAR,1,0,0,0,8.32
2025-11-27,779682,3.8,2.9958,BIKE,0,0,0,1,5.3
2025-10-01,141869,9.18,4.195,BIKE,0,0,0,1,21.55
2025-11-28,657243,3.43,8.2254,BIKE,1,0,0,0,8.82
2025-10-26,685676,1.88,1.1877,BIKE,0,0,1,0,2.7
2025-11-06,865612,3.69,4.0523,MOPED,1,0,1,0,7.57
2025-10-06,110207,3.43,7.6836,CAR,1,0,0,0,6.0
2025-10-24,318401,2.07,2.8461,BIKE,0,0,0,0,3.39
2025-11-16,259292,5.44,3.6877,BIKE,0,0,0,0,3.92
2025-11-27,577266,8.27,4.4902,MOPED,0,1,0,0,11.93
2025-11-05,596762,2.31,1.3472,BIKE,0,0,0,0,1.89
2025-11-13,305157,6.6,3.8543,CAR,0,0,1,0,12.18
2025-11-26,122031,2.99,2.5317,MOPED,0,0,0,0,3.18
2025-10-19,563937,4.01,7.284,BIKE,1,0,1,0,16.84
2025-11-25,967239,3.8,3.2114,BIKE,1,0,0,0,3.23
2025-10-18,695600,4.01,2.6215,BIKE,0,0,0,0,4.27
2025-11-07,684054,5.14,4.7776,MOPED,0,0,1,0,7.51
2025-10-16,243521,2.43,4.1883,BIKE,0,0,0,0,3.6
2025-10-17,451977,7.74,4.8637,BIKE,1,0,1,0,16.98
2025-10-11,287771,5.22,6.9496,CAR,0,0,0,0,8.03
2025-10-04,337199,6.16,2.7601,CAR,0,0,1,0,14.1
2025-11-27,861019,2.75,6.5061,BIKE,0,0,0,1,7.32
2025-10-16,860129,2.32,6.8714,BIKE,0,1,0,0,8.15
2025-10-09,735329,7.33,2.5589,BIKE,1,0,0,0,7.37
2025-10-23,740473,2.27,2.6638,BIKE,0,0,1,1,6.38
2025-10-10,277164,4.37,3.5456,BIKE,0,0,1,0,8.55
2025-10-26,556887,6.75,3.2211,CAR,0,0,1,1,11.55
2025-11-14,634638,3.81,6.4836,BIKE,1,0,1,0,8.81
2025-11-05,851518,7.28,2.4585,BIKE,0,0,0,0,6.13
2025-11-15,987291,3.54,3.823,BIKE,0,0,0,0,4.96
2025-11-08,613313,2.14,2.5621,BIKE,1,0,1,0,4.53
2025-10-03,885858,4.89,3.6299,CAR,0,0,1,1,15.76
2025-10-20,168487,4.48,7.5208,CAR,0,0,1,0,11.8
2025-11-15,223853,2.53,4.0206,CAR,1,0,1,0,7.27
2025-11-16,415261,3.58,4.4137,CAR,0,0,0,0,4.83
2025-10-28,335062,2.81,4.1626,BIKE,0,0,0,0,5.04
2025-10-01,551610,3.78,3.091,BIKE,0,0,0,0,3.93
2025-11-05,333077,3.7,6.9643,CAR,0,0,0,0,8.53
2025-10-25,987516,2.62,5.6583,BIKE,0,0,1,0,7.54
2025-11-02,123782,5.12,3.8081,BIKE,1,0,0,1,7.35
2025-11-19,609492,3.64,3.1994,BIKE,0,0,0,0,4.66
2025-10-21,914886,7.95,3.282,BIKE,1,0,0,0,13.02
2025-10-30,954336,2.93,3.9611,BIKE,0,0,1,0,7.87
2025-10-13,754224,10.29,3.4348,CAR,1,0,0,0,19.21
2025-11-08,508808,4.65,5.3082,BIKE,1,0,0,1,9.12
2025-11-19,253245,7.66,4.1743,MOPED,0,0,0,0,8.93
2025-10-23,222258,4.3,2.3665,BIKE,1,0,0,0,3.91
2025-11-22,735956,2.74,2.1772,BIKE,0,0,1,1,4.05
2025-10-06,554418,3.55,5.033,BIKE,0,1,0,1,7.75
2025-10-19,582616,2.03,2.168,BIKE,0,0,0,0,2.73
2025-10-10,486328,3.84,3.0367,CAR,0,0,1,0,8.82
2025-10-16,606581,4.42,2.9279,BIKE,1,0,0,0,6.82
2025-10-13,523966,4.15,2.0909,BIKE,0,0,1,0,6.25
2025-10-22,378710,7.89,3.9188,BIKE,0,0,1,1,19.14
2025-10-02,762550,3.76,3.3183,BIKE,0,0,0,0,3.03
2025-11-11,662621,1.57,2.7012,BIKE,0,0,0,0,2.6
2025-10-05,836265,2.87,1.1613,BIKE,1,0,1,0,3.14
2025-10-30,713859,6.58,2.459,CAR,0,0,1,0,10.58
2025-11-06,220263,1.91,2.7696,CAR,0,0,1,0,3.49
2025-10-22,649523,4.58,1.9817,BIKE,0,0,0,0,3.19
2025-11-20,100159,2.73,7.8231,BIKE,0,0,0,0,6.69
2025-10-18,767505,0.99,7.7952,CAR,0,1,0,0,11.71
2025-10-29,262993,3.52,2.6498,CAR,0,0,1,0,5.74
2025-10-19,467003,3.95,5.5576,BIKE,1,0,1,0,8.76
2025-10-04,247309,3.63,4.36,BIKE,0,0,0,0,6.53
2025-10-08,207507,4.58,6.3657,BIKE,0,0,0,0,5.8
2025-10-27,114743,3.54,3.3398,BIKE,1,0,1,0,10.72
2025-11-24,852462,4.2,4.1012,BIKE,0,0,0,0,5.62
2025-10-29,146101,4.42,5.8262,BIKE,0,0,0,0,6.45
2025-11-13,342717,3.98,5.52,CAR,0,0,0,0,5.15
2025-11-02,745822,3.72,3.6903,BIKE,0,0,0,0,3.53
2025-10-07,446371,2.59,2.3778,BIKE,1,0,0,0,3.17
2025-11-04,330604,5.46,2.5644,CAR,0,1,0,0,13.19
2025-10-04,287450,3.52,1.5734,CAR,1,0,0,0,2.34
2025-10-26,957558,3.38,4.6756,BIKE,1,0,1,1,7.24
2025-11-28,942503,5.24,3.7762,BIKE,0,0,1,0,8.23
2025-10-13,826481,4.51,3.888,BIKE,0,0,1,0,7.55
2025-10-11,436907,2.86,3.448,BIKE,0,0,1,0,6.54
2025-11-08,587030,7.58,2.1804,BIKE,0,0,1,0,9.92
2025-11-03,859710,2.24,3.9223,BIKE,0,0,0,0,6.48
2025-10-25,505453,2.42,4.374,BIKE,0,0,0,0,4.19
2025-11-28,771009,5.66,2.4541,CAR,0,0,0,0,7.33
2025-10-21,268785,9.73,3.4437,BIKE,1,0,0,0,21.41
2025-11-05,304535,3.04,2.6895,BIKE,0,0,0,0,2.24
2025-11-10,800769,4.98,3.2011,BIKE,0,0,1,0,7.15
2025-11-10,279838,2.23,2.188,CAR,1,0,1,1,5.06
2025-10-02,670442,2.55,3.1352,CAR,0,0,0,0,4.87
2025-10-25,369160,7.14,6.3025,CAR,0,0,1,1,24.81
2025-11-01,572779,4.87,2.8552,MOPED,1,0,0,0,5.77
2025-10-01,541904,7.25,2.6536,BIKE,0,0,0,0,9.93
2025-11-02,976110,6.98,2.7231,BIKE,0,0,0,0,9.5
2025-10-06,998488,1.43,3.2331,BIKE,0,0,1,0,5.6
2025-10-13,678526,2.23,6.6729,BIKE,0,0,1,0,5.41
2025-10-17,420752,4.65,5.8326,BIKE,0,0,0,0,6.92
2025-10-16,713369,1.74,3.2929,BIKE,0,0,1,1,4.56
2025-11-07,347644,2.39,2.6956,BIKE,0,0,0,0,2.24
2025-10-22,937393,8.28,1.6424,BIKE,0,0,0,0,8.67
2025-11-12,299775,3.09,2.4096,MOPED,1,0,0,1,4.89
2025-11-10,913349,5.78,1.4785,BIKE,0,0,1,0,4.23
2025-10-07,914422,4.0,4.5959,BIKE,0,0,0,0,6.77
2025-10-02,162551,2.89,5.6904,BIKE,1,0,0,0,4.97
2025-10-01,834983,1.76,3.0045,CAR,0,0,0,1,3.63
2025-10-19,777800,4.56,4.0287,CAR,0,0,0,0,5.44
2025-10-16,266277,8.39,2.2327,BIKE,0,0,0,1,13.17
2025-11-03,180811,2.93,1.5044,BIKE,1,0,1,0,3.03
2025-10-29,879128,4.2,3.5572,CAR,1,0,0,0,6.21
2025-10-08,941535,1.9,4.0279,BIKE,1,0,1,0,6.21
2025-10-26,564028,2.9,6.4722,MOPED,0,0,1,1,10.82
2025-10-11,468266,4.81,7.3224,BIKE,0,0,0,0,7.99
2025-10-10,334104,5.88,3.1224,BIKE,0,0,0,0,6.62
2025-10-04,643296,5.35,4.8922,CAR,1,1,0,0,21.99
2025-11-20,302346,1.47,3.926,BIKE,0,0,0,0,3.49
2025-11-03,656690,3.23,3.4847,BIKE,0,0,0,0,3.86
2025-11-18,284456,2.5,3.4316,BIKE,0,0,0,0,3.18
2025-10-23,884282,3.47,3.291,CAR,0,0,1,0,6.39
2025-10-02,499009,3.84,3.3467,BIKE,0,0,0,0,3.18
2025-11-02,596043,6.91,6.3668,BIKE,0,0,0,0,16.02
2025-11-01,236643,4.7,3.7797,BIKE,0,0,0,0,7.77
2025-10-20,213550,2.86,2.423,BIKE,0,0,1,0,4.93
2025-10-13,584146,2.0,0.9159,BIKE,0,0,0,0,0.82
2025-10-03,191218,8.39,2.9006,BIKE,0,0,0,0,6.99
2025-10-29,233296,5.04,2.4875,CAR,0,0,0,0,5.96
2025-10-18,599909,2.8,1.8632,CAR,1,0,1,0,3.93
2025-10-06,618767,5.05,5.6207,BIKE,0,0,0,0,7.69
2025-10-14,279767,6.16,2.0014,CAR,0,1,1,0,19.8
2025-10-04,491858,4.3,4.3379,BIKE,0,0,1,0,9.19
2025-10-26,865348,2.82,7.201,BIKE,0,0,0,0,5.6
2025-10-12,340016,3.25,2.1741,CAR,0,0,1,0,6.08
2025-11-07,132441,4.69,3.1817,BIKE,1,0,1,0,7.09
2025-11-21,338038,4.48,5.7249,CAR,0,0,1,0,11.28
2025-11-27,794489,7.43,2.9566,MOPED,1,0,1,0,16.07
2025-10-28,855612,3.53,3.9516,BIKE,1,0,0,0,4.8
2025-11-10,948800,2.5,4.4292,BIKE,0,0,0,0,5.71
2025-11-07,144760,4.42,2.9177,BIKE,0,0,0,0,6.07
2025-11-26,385622,6.15,2.5457,BIKE,0,0,0,0,4.74
2025-11-13,958286,5.26,2.227,BIKE,1,0,1,0,6.94
2025-10-04,980662,4.45,4.3599,BIKE,1,0,0,0,8.07
2025-10-08,447860,3.62,2.679,CAR,0,0,0,0,6.4
2025-11-13,767540,1.0,5.416,BIKE,0,0,1,0,5.68
2025-10-31,198538,2.38,6.2192,CAR,0,0,1,0,9.87
2025-11-01,639660,4.78,2.1675,CAR,0,0,1,0,7.99
2025-10-04,916228,1.04,4.5927,BIKE,0,0,0,1,3.47
2025-10-28,611511,4.2,7.312,BIKE,1,0,0,0,5.4
2025-10-07,321035,5.64,2.4674,CAR,0,0,0,0,5.2
2025-10-09,985258,6.15,5.425,CAR,0,0,1,0,14.04
2025-10-03,482736,5.47,4.3046,BIKE,0,0,1,0,8.79
2025-11-22,455779,6.55,4.9784,BIKE,1,0,0,1,9.57
2025-11-02,735310,9.05,2.5718,BIKE,1,0,1,0,24.87
2025-10-20,678328,7.02,6.9372,BIKE,1,0,1,0,19.03
2025-10-19,961789,4.47,2.666,BIKE,0,0,0,1,3.92
2025-10-16,826728,3.79,4.4314,CAR,0,0,1,0,16.45
2025-10-03,702644,4.29,3.3975,BIKE,0,0,0,0,6.44
2025-10-06,378355,3.53,4.2646,MOPED,0,0,0,0,3.98
2025-11-07,467570,7.09,2.3367,CAR,1,0,1,0,10.59
2025-10-29,367986,5.4,2.1012,BIKE,0,0,1,1,6.23
2025-11-19,556331,3.35,3.8847,BIKE,0,0,1,0,4.66
2025-11-23,953284,7.86,3.0141,CAR,1,1,0,0,23.04
2025-11-03,487881,3.5,2.9734,CAR,0,0,0,0,4.99
2025-10-14,408112,2.53,4.2775,MOPED,0,0,0,0,5.6
2025-10-26,903940,4.03,1.8622,BIKE,0,0,1,0,6.58
2025-11-03,253077,2.69,5.437,BIKE,0,0,0,0,6.65
2025-10-09,154575,6.48,3.6453,MOPED,1,0,0,0,8.88
2025-11-25,573958,2.66,4.6342,BIKE,1,1,0,1,7.19
2025-11-24,774331,3.83,4.2499,CAR,0,0,0,0,6.52
2025-11-02,518815,6.49,4.3375,BIKE,0,0,0,0,9.47
2025-11-29,580808,2.84,2.1282,CAR,0,0,1,0,6.13
2025-10-19,691202,4.98,5.356,BIKE,0,0,0,0,9.31
2025-10-09,873422,2.49,3.8641,CAR,0,0,1,0,6.44
2025-11-08,691343,4.58,2.8865,BIKE,1,0,0,0,4.43
2025-10-06,711985,5.39,3.3164,MOPED,0,0,0,0,8.52
2025-10-23,730527,3.97,3.996,BIKE,0,0,0,0,3.86
2025-11-26,335469,4.12,3.7307,BIKE,0,0,1,0,5.43
2025-11-14,223106,5.06,4.3611,BIKE,0,0,1,0,6.04
2025-10-09,891787,3.52,6.3597,CAR,0,0,1,0,10.47
2025-10-26,940552,6.33,2.2838,BIKE,0,0,1,0,9.72
2025-11-26,567835,8.05,4.613,BIKE,0,0,0,0,10.15
2025-10-10,400486,2.55,3.3397,BIKE,0,0,0,0,3.37
2025-10-14,389508,3.48,6.2987,BIKE,1,0,0,0,8.23
2025-10-17,780332,10.99,3.7533,BIKE,0,0,0,1,21.64
2025-11-29,211715,3.51,4.3992,CAR,0,0,0,0,6.89
2025-10-04,126654,5.78,5.4548,BIKE,0,0,0,0,11.89
2025-11-16,836129,5.76,5.0465,CAR,0,0,0,1,14.89
2025-10-14,443567,3.34,5.5341,CAR,0,0,0,1,8.97
2025-10-24,391464,4.21,3.0983,MOPED,1,0,1,0,5.25
2025-10-13,645096,8.33,2.8379,CAR,1,0,0,0,17.74
2025-11-28,676677,3.45,2.1872,BIKE,0,0,0,0,3.4
2025-11-06,588906,3.29,3.2266,CAR,0,0,1,0,5.82
2025-10-01,218581,2.28,3.3699,BIKE,0,0,1,0,6.03
2025-11-07,227927,8.88,3.2927,BIKE,0,0,1,0,17.08
2025-11-02,134773,3.19,4.1949,CAR,0,0,0,0,2.51
2025-10-17,806528,7.39,4.2356,CAR,1,0,1,0,23.74
2025-10-14,520963,3.0,3.3946,BIKE,0,0,0,1,4.0
2025-10-17,438540,7.27,3.973,BIKE,0,0,0,0,10.01
2025-11-15,601590,6.07,4.7432,BIKE,0,0,1,0,13.01
2025-10-16,469836,3.62,2.5267,BIKE,0,0,0,0,3.35
2025-10-07,314764,2.81,4.9297,CAR,0,0,0,0,5.57
2025-11-11,681793,2.93,2.7307,BIKE,1,0,1,0,6.48
2025-11-28,972328,2.91,5.9014,BIKE,0,0,1,0,8.98
2025-11-16,642423,6.91,3.7109,BIKE,0,0,1,0,10.51
2025-10-12,715175,4.39,3.5687,CAR,1,0,1,1,8.23
2025-10-23,222118,2.32,1.6198,CAR,1,0,1,0,3.54
2025-11-09,409521,3.57,4.4596,CAR,1,0,0,0,5.3
2025-11-17,254626,3.8,3.6113,BIKE,0,0,0,0,3.89
2025-10-06,948923,1.39,3.7221,CAR,1,0,0,1,3.41
2025-11-12,345739,3.68,3.3583,BIKE,1,0,0,0,6.58
2025-11-27,944715,5.82,4.4063,CAR,1,0,1,0,15.84
2025-11-07,578356,3.79,4.741,BIKE,1,0,0,0,5.77
2025-10-30,379067,4.61,4.1821,BIKE,1,0,1,0,9.98
2025-10-22,409735,5.17,5.6533,BIKE,0,0,1,0,13.37
2025-10-01,686549,3.42,2.6118,BIKE,0,0,0,0,2.93
2025-11-19,416480,5.84,2.7515,BIKE,0,0,0,0,6.34
2025-11-29,436227,8.4,4.0633,MOPED,0,0,0,0,8.02
2025-10-03,685236,1.89,4.4659,BIKE,0,0,0,0,3.62
2025-11-09,340891,3.41,4.2331,BIKE,0,0,0,0,5.64
2025-10-01,573314,4.42,2.1244,BIKE,0,0,0,0,4.01
2025-11-06,609452,3.99,3.24,CAR,0,0,0,0,3.79
2025-11-05,388816,3.56,1.6201,BIKE,0,0,0,0,3.02
2025-11-02,890645,7.67,3.8466,CAR,1,0,0,0,16.41
2025-11-17,241365,2.54,3.3822,BIKE,1,0,1,0,6.91
2025-11-07,549076,6.44,2.4064,MOPED,0,0,1,0,9.31
2025-11-14,162507,3.53,2.798,BIKE,0,0,0,0,4.05
2025-11-08,157134,2.79,3.6317,MOPED,0,0,1,1,6.33
2025-11-13,233172,3.61,1.8632,BIKE,0,0,0,0,3.54
2025-11-18,341225,3.96,2.7396,CAR,1,0,0,0,4.55
2025-11-18,293069,3.16,3.1412,BIKE,0,0,0,0,3.27
2025-11-17,914604,7.07,3.0962,BIKE,0,0,0,0,8.43
2025-10-11,906564,2.8,3.1317,BIKE,1,0,0,0,3.68
2025-11-23,873221,4.35,5.7377,CAR,1,0,1,0,9.2
2025-11-15,904631,5.31,4.957,BIKE,0,0,0,0,7.84
2025-11-01,660897,4.33,2.6953,BIKE,0,0,1,0,4.88
2025-10-19,274037,5.97,2.2833,CAR,0,0,0,0,6.36
2025-10-21,763376,3.26,2.959,CAR,0,0,1,0,10.45
2025-10-11,532995,5.54,5.4763,MOPED,1,0,1,0,16.2
2025-10-22,596013,5.62,1.3674,BIKE,1,0,0,0,3.47
2025-10-19,394025,6.58,3.5955,BIKE,0,0,0,1,10.21
2025-10-28,837954,1.58,3.0861,BIKE,1,1,1,0,5.26
2025-11-01,910904,5.23,5.4206,CAR,0,0,0,0,7.2
2025-10-26,600098,6.36,5.0155,MOPED,0,0,0,0,10.96
2025-10-19,807173,3.3,1.8851,MOPED,0,0,1,0,4.2
2025-10-15,855728,3.08,5.4173,MOPED,1,0,1,0,8.32
2025-10-05,357803,2.86,1.2253,CAR,1,0,1,0,3.27
2025-10-12,791381,2.42,4.3854,MOPED,0,0,1,0,5.86
2025-11-14,416275,5.66,4.5324,BIKE,0,0,0,0,10.88
2025-11-28,112828,3.07,3.798,CAR,1,0,1,0,9.27
2025-11-18,983096,3.21,2.6718,BIKE,0,0,0,0,3.41
2025-10-17,616835,4.09,2.3118,BIKE,0,0,0,0,4.09
2025-10-11,756761,1.82,5.9453,BIKE,1,0,1,0,9.63
2025-10-31,901625,2.86,6.4569,CAR,0,0,0,0,6.43
2025-11-10,323461,3.94,2.9175,CAR,0,0,1,0,7.1
2025-11-27,538080,2.59,3.5116,BIKE,1,0,0,0,4.56
2025-11-17,513523,7.38,5.7463,CAR,0,0,0,0,12.21
2025-10-08,464662,2.12,4.6447,BIKE,0,0,1,0,7.18
2025-10-22,799151,8.45,2.5683,CAR,0,0,0,0,10.38
2025-11-01,438384,4.91,2.482,MOPED,0,0,1,0,5.16
2025-10-10,339719,3.79,4.9656,BIKE,0,0,0,0,4.6
2025-11-08,832763,4.59,3.0144,MOPED,0,0,0,1,6.54
2025-11-29,889177,3.25,2.967,BIKE,0,0,0,0,4.82
2025-11-07,941675,1.47,4.3848,BIKE,0,0,0,0,2.58
2025-11-20,366010,2.49,3.5914,BIKE,0,0,0,0,4.07
2025-11-14,787605,4.03,4.0371,CAR,0,0,1,0,8.28
2025-11-24,537940,2.53,3.0665,MOPED,0,0,1,0,3.37
2025-11-24,695642,3.3,3.0161,BIKE,0,0,1,0,4.99
2025-10-06,151374,5.15,2.5954,MOPED,0,0,1,0,8.74
2025-11-04,214397,4.36,4.5439,BIKE,0,0,1,0,7.15
2025-10-11,348552,6.88,3.5975,BIKE,0,0,0,0,6.74
2025-10-18,486721,4.7,3.8937,BIKE,1,0,0,0,5.67
2025-11-02,523332,4.84,2.3005,BIKE,0,0,0,0,3.79
2025-11-10,967461,2.84,4.5218,MOPED,0,1,0,0,7.33
2025-10-13,980006,2.08,3.9216,CAR,0,0,0,0,4.02
2025-11-08,392575,3.3,4.5795,BIKE,0,0,1,0,9.49
2025-10-05,511124,2.82,3.9706,CAR,0,0,1,0,6.58
2025-11-22,129336,3.73,3.8832,BIKE,0,0,0,1,6.29
2025-11-05,927424,2.38,1.596,BIKE,1,0,1,0,4.35
2025-11-15,155350,6.18,5.3049,BIKE,0,0,0,0,7.48
2025-10-25,693849,2.81,2.0158,CAR,0,1,0,0,6.01
2025-10-04,610470,3.38,5.1173,MOPED,0,0,0,1,7.44
2025-11-16,938387,4.01,3.3849,BIKE,0,0,0,0,4.87
2025-11-24,161240,7.11,1.7676,BIKE,1,0,0,0,7.9
2025-10-29,775453,9.77,3.3674,BIKE,0,0,1,0,18.11
2025-10-24,499371,10.11,1.8575,BIKE,0,0,1,0,16.58
2025-11-11,670895,2.14,5.2488,CAR,0,0,0,0,6.68
2025-10-21,811028,3.37,2.8393,BIKE,1,0,0,0,3.48
2025-11-27,281196,3.06,2.2793,CAR,0,0,1,0,6.18
2025-11-10,415014,4.88,4.4644,BIKE,0,0,1,0,10.74
2025-10-11,549763,4.73,3.4251,BIKE,0,0,0,0,4.64
2025-10-27,688398,3.03,4.2386,BIKE,0,0,0,0,5.91
2025-11-17,284626,2.91,3.3311,BIKE,0,1,1,0,7.89
2025-11-17,776296,2.46,5.3407,CAR,0,0,1,0,5.58
2025-11-06,479039,1.08,2.9731,BIKE,1,0,1,0,4.47
2025-11-10,628714,2.12,1.7933,BIKE,0,0,0,1,2.24
2025-10-10,844199,6.26,2.2275,CAR,0,0,1,1,11.12
2025-10-11,914038,8.43,4.1067,MOPED,1,0,0,0,9.25
2025-11-12,541048,7.96,2.6791,CAR,1,0,1,0,14.93
2025-10-09,652439,6.39,5.5865,BIKE,0,0,0,0,8.99
2025-11-11,373452,2.44,2.1544,BIKE,0,0,1,0,3.67
2025-10-03,340853,2.25,5.0828,CAR,1,0,0,0,4.12
2025-11-18,878883,1.64,2.9357,CAR,0,0,1,0,3.39
2025-11-18,276743,3.03,5.6343,BIKE,0,0,1,0,6.41
2025-11-13,190306,4.24,4.2158,BIKE,0,0,1,0,10.75
2025-10-06,849468,2.45,3.7481,BIKE,0,0,1,0,5.1
2025-11-17,993416,5.03,4.4702,BIKE,1,0,0,0,8.57
